Tokens,Tags
"['The', 'place', 'is', 'clean', 'and', 'spacious', ',', 'although', 'it', 'feels', 'hot', 'and', 'quite', 'stuffy', 'inside', 'when', 'you', 'come', 'during', 'the', 'daytime', '.', 'In', 'terms', 'of', 'taste', ',', 'it', 'is', 'not', 'much', 'different', 'from', 'other', 'nasi', 'lemak', 'in', 'Selangor', 'and', 'KL', ',', 'but', 'the', 'price', 'is', 'above', 'average', '.', 'The', 'sambal', 'for', 'the', 'nasi', 'lemak', 'has', 'a', 'sweet', 'flow', '.', 'Baby', 'chairs', 'are', 'available', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'place', 'is', 'clean', 'and', 'spacious', ',', 'although', 'it', 'feels', 'hot', 'and', 'quite', 'stuffy', 'inside', 'when', 'you', 'come', 'during', 'the', 'daytime', '.', 'In', 'terms', 'of', 'taste', ',', 'it', 'is', 'not', 'much', 'different', 'from', 'other', 'nasi', 'lemak', 'in', 'Selangor', 'and', 'KL', ',', 'but', 'the', 'price', 'is', 'above', 'average', '.', 'The', 'sambal', 'for', 'the', 'nasi', 'lemak', 'has', 'a', 'sweet', 'flow', '.', 'Baby', 'chairs', 'are', 'available', '.']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Just', 'had', 'to', 'come', 'back', 'here', 'for', 'authentic', 'nasi', 'lemak', 'and', 'most', 'importantly', 'for', 'their', 'fresh', 'fruit', 'smoothies', '!', 'Mango', 'Smoothie', 'here', 'is', 'the', 'best', 'so', 'far', 'in', 'KL', '!', 'Sorry', '!', 'No', 'photo', ',', 'too', 'excited', 'to', 'eat', '!', 'HahahaVegetarian', 'options', ':', 'Not', 'much', 'except', 'for', 'just', 'fried', 'egg', ',', 'cucumber', 'and', 'begedel', '(', 'potato', 'pancake', ')', '.', 'I', 'do', 'not', 'eat', 'meat', 'either', 'but', 'I', 'tasted', 'the', 'gravy', 'only', 'for', 'both', 'Ayam', 'Masak', 'Merah', 'and', 'Daging', 'Rendang', '-', 'very', 'flavourful', '.', 'Parking', ':', 'There', 'is', 'a', 'residential', 'unit', 'just', 'across', 'the', 'small', 'street', 'at', 'Wanjo', 'that', 'operates', 'a', 'small', 'car', 'park', 'within', 'their', 'premise', '.', 'Very', 'reasonable', 'price', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Just', 'had', 'to', 'come', 'back', 'here', 'for', 'authentic', 'nasi', 'lemak', 'and', 'most', 'importantly', 'for', 'their', 'fresh', 'fruit', 'smoothies', '!', 'Mango', 'Smoothie', 'here', 'is', 'the', 'best', 'so', 'far', 'in', 'KL', '!', 'Sorry', '!', 'No', 'photo', ',', 'too', 'excited', 'to', 'eat', '!', 'HahahaVegetarian', 'options', ':', 'Not', 'much', 'except', 'for', 'just', 'fried', 'egg', ',', 'cucumber', 'and', 'begedel', '(', 'potato', 'pancake', ')', '.', 'I', 'do', 'not', 'eat', 'meat', 'either', 'but', 'I', 'tasted', 'the', 'gravy', 'only', 'for', 'both', 'Ayam', 'Masak', 'Merah', 'and', 'Daging', 'Rendang', '-', 'very', 'flavourful', '.', 'Parking', ':', 'There', 'is', 'a', 'residential', 'unit', 'just', 'across', 'the', 'small', 'street', 'at', 'Wanjo', 'that', 'operates', 'a', 'small', 'car', 'park', 'within', 'their', 'premise', '.', 'Very', 'reasonable', 'price', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Just', 'had', 'to', 'come', 'back', 'here', 'for', 'authentic', 'nasi', 'lemak', 'and', 'most', 'importantly', 'for', 'their', 'fresh', 'fruit', 'smoothies', '!', 'Mango', 'Smoothie', 'here', 'is', 'the', 'best', 'so', 'far', 'in', 'KL', '!', 'Sorry', '!', 'No', 'photo', ',', 'too', 'excited', 'to', 'eat', '!', 'HahahaVegetarian', 'options', ':', 'Not', 'much', 'except', 'for', 'just', 'fried', 'egg', ',', 'cucumber', 'and', 'begedel', '(', 'potato', 'pancake', ')', '.', 'I', 'do', 'not', 'eat', 'meat', 'either', 'but', 'I', 'tasted', 'the', 'gravy', 'only', 'for', 'both', 'Ayam', 'Masak', 'Merah', 'and', 'Daging', 'Rendang', '-', 'very', 'flavourful', '.', 'Parking', ':', 'There', 'is', 'a', 'residential', 'unit', 'just', 'across', 'the', 'small', 'street', 'at', 'Wanjo', 'that', 'operates', 'a', 'small', 'car', 'park', 'within', 'their', 'premise', '.', 'Very', 'reasonable', 'price', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Just', 'had', 'to', 'come', 'back', 'here', 'for', 'authentic', 'nasi', 'lemak', 'and', 'most', 'importantly', 'for', 'their', 'fresh', 'fruit', 'smoothies', '!', 'Mango', 'Smoothie', 'here', 'is', 'the', 'best', 'so', 'far', 'in', 'KL', '!', 'Sorry', '!', 'No', 'photo', ',', 'too', 'excited', 'to', 'eat', '!', 'HahahaVegetarian', 'options', ':', 'Not', 'much', 'except', 'for', 'just', 'fried', 'egg', ',', 'cucumber', 'and', 'begedel', '(', 'potato', 'pancake', ')', '.', 'I', 'do', 'not', 'eat', 'meat', 'either', 'but', 'I', 'tasted', 'the', 'gravy', 'only', 'for', 'both', 'Ayam', 'Masak', 'Merah', 'and', 'Daging', 'Rendang', '-', 'very', 'flavourful', '.', 'Parking', ':', 'There', 'is', 'a', 'residential', 'unit', 'just', 'across', 'the', 'small', 'street', 'at', 'Wanjo', 'that', 'operates', 'a', 'small', 'car', 'park', 'within', 'their', 'premise', '.', 'Very', 'reasonable', 'price', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['When', 'i', 'looking', 'for', 'dinner', 'place', ',', 'i', 'ordered', 'grab', 'to', 'another', 'nasi', 'lemak', 'restaurant', '.', 'And', 'the', 'grab', 'driver', 'recommend', 'Nasi', 'Lemak', 'Wanjo', 'Kampung', 'Bharu', '.', 'Their', 'staff', 'so', 'nicely', 'welcoming', 'us', 'and', 'give', 'us', 'recommendation', 'menu', '.', 'The', 'foods', 'was', 'so', 'good', 'and', 'i', 'fall', 'in', 'love', 'with', 'the', 'taste', ',', 'the', 'rice', ',', 'sotong', ',', 'ayam', ',', 'etc', '.', 'I', 'love', 'them', 'all', ',', 'when', 'i', 'went', 'back', 'to', 'the', 'hotel', 'i', 'ordered', 'again', 'for', 'takeaway', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['When', 'i', 'looking', 'for', 'dinner', 'place', ',', 'i', 'ordered', 'grab', 'to', 'another', 'nasi', 'lemak', 'restaurant', '.', 'And', 'the', 'grab', 'driver', 'recommend', 'Nasi', 'Lemak', 'Wanjo', 'Kampung', 'Bharu', '.', 'Their', 'staff', 'so', 'nicely', 'welcoming', 'us', 'and', 'give', 'us', 'recommendation', 'menu', '.', 'The', 'foods', 'was', 'so', 'good', 'and', 'i', 'fall', 'in', 'love', 'with', 'the', 'taste', ',', 'the', 'rice', ',', 'sotong', ',', 'ayam', ',', 'etc', '.', 'I', 'love', 'them', 'all', ',', 'when', 'i', 'went', 'back', 'to', 'the', 'hotel', 'i', 'ordered', 'again', 'for', 'takeaway', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Okay', ',', 'the', 'sambal', 'is', 'not', 'very', 'spicy', ',', 'and', 'the', 'service', 'is', 'excellent', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['Okay', ',', 'the', 'sambal', 'is', 'not', 'very', 'spicy', ',', 'and', 'the', 'service', 'is', 'excellent', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['Nasi', 'lemak', 'is', 'delicious', '.']","[1, 2, 0, 0, 0]"
"['We', 'had', 'nasi', 'lemak', 'with', '2', 'different', 'types', 'of', 'chicken', 'and', 'beef', 'rendang', ',', 'The', 'food', 'was', 'fresh', 'and', 'very', 'tasty', ',', 'simple', 'yet', 'delicious', 'food', 'at', 'a', 'very', 'reasonable', 'price', '.', 'great', 'customer', 'service', 'with', 'a', 'smile', '.', 'definitely', 'worth', 'a', 'visit', ',', 'you', 'will', 'not', 'be', 'disappointed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['We', 'had', 'nasi', 'lemak', 'with', '2', 'different', 'types', 'of', 'chicken', 'and', 'beef', 'rendang', ',', 'The', 'food', 'was', 'fresh', 'and', 'very', 'tasty', ',', 'simple', 'yet', 'delicious', 'food', 'at', 'a', 'very', 'reasonable', 'price', '.', 'great', 'customer', 'service', 'with', 'a', 'smile', '.', 'definitely', 'worth', 'a', 'visit', ',', 'you', 'will', 'not', 'be', 'disappointed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['We', 'had', 'nasi', 'lemak', 'with', '2', 'different', 'types', 'of', 'chicken', 'and', 'beef', 'rendang', ',', 'The', 'food', 'was', 'fresh', 'and', 'very', 'tasty', ',', 'simple', 'yet', 'delicious', 'food', 'at', 'a', 'very', 'reasonable', 'price', '.', 'great', 'customer', 'service', 'with', 'a', 'smile', '.', 'definitely', 'worth', 'a', 'visit', ',', 'you', 'will', 'not', 'be', 'disappointed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['We', 'had', 'nasi', 'lemak', 'with', '2', 'different', 'types', 'of', 'chicken', 'and', 'beef', 'rendang', ',', 'The', 'food', 'was', 'fresh', 'and', 'very', 'tasty', ',', 'simple', 'yet', 'delicious', 'food', 'at', 'a', 'very', 'reasonable', 'price', '.', 'great', 'customer', 'service', 'with', 'a', 'smile', '.', 'definitely', 'worth', 'a', 'visit', ',', 'you', 'will', 'not', 'be', 'disappointed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Great', ',', 'worth', 'the', 'price', '.', 'a', 'must', '-', 'try', 'are', 'the', 'Malay', '-', 'style', 'potato', 'patties', '.', 'The', 'chicken', 'rendang', 'and', 'beef', 'rendang', 'are', 'good', 'too', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0]"
"['Great', ',', 'worth', 'the', 'price', '.', 'a', 'must', '-', 'try', 'are', 'the', 'Malay', '-', 'style', 'potato', 'patties', '.', 'The', 'chicken', 'rendang', 'and', 'beef', 'rendang', 'are', 'good', 'too', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0]"
"['Great', ',', 'worth', 'the', 'price', '.', 'a', 'must', '-', 'try', 'are', 'the', 'Malay', '-', 'style', 'potato', 'patties', '.', 'The', 'chicken', 'rendang', 'and', 'beef', 'rendang', 'are', 'good', 'too', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0]"
"['Nasi', 'lemak', 'Wanjo', 'is', 'great']","[1, 2, 2, 0, 0]"
"['Overrated', '.', 'Small', 'portion', 'of', 'rice', ',', 'not', 'even', 'filling', 'the', 'cup', '.', 'The', 'additional', 'rice', 'does', 'not', 'resemble', 'extra', 'rice', ';', 'they', 'just', 'sprinkle', 'a', 'bit', 'on', 'the', 'plate', '.', 'Disappointed', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Just', 'average', '.', 'searching', 'for', 'parking', 'is', 'really', 'difficult', '.', 'Jon', 'Malay', '2023', 'route', 'B49', 'Puncak', 'Alam', '42300']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Delicious', 'food', ',', 'fast', 'service', 'and', 'nice', 'atmosphere', '.', 'Definitely', 'will', 'go', 'back', 'here', 'if', 'I', 'am', 'in', 'Kuala', 'Lumpur', '.']","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Delicious', 'food', ',', 'fast', 'service', 'and', 'nice', 'atmosphere', '.', 'Definitely', 'will', 'go', 'back', 'here', 'if', 'I', 'am', 'in', 'Kuala', 'Lumpur', '.']","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Delicious', 'food', ',', 'fast', 'service', 'and', 'nice', 'atmosphere', '.', 'Definitely', 'will', 'go', 'back', 'here', 'if', 'I', 'am', 'in', 'Kuala', 'Lumpur', '.']","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['As', 'a', 'person', 'from', 'the', 'northern', 'region', ',', 'what', 'can', 'be', 'concluded', 'is', 'that', 'the', 'sambal', 'tumis', 'is', 'a', 'failure']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['This', 'will', 'be', 'the', 'first', 'and', 'last', 'time', ',', 'honestly', ',', 'coming', 'from', 'afar', 'is', 'very', 'disappointing', '.', 'The', 'reality', 'does', 'not', 'match', 'the', 'expectation', '.', 'The', 'sambal', 'is', 'excessively', 'sweet', 'and', 'salty', '.', 'The', 'beef', 'lungs', 'are', 'tough', ',', 'and', 'the', 'beef', 'rendang', 'is', 'overly', 'salty', ',', 'inedible', '.', 'Just', 'wasted', 'tens', 'of', 'ringgit', '.', 'The', 'nasi', 'lemak', 'from', 'the', 'auntie', 'by', 'the', 'roadside', 'is', 'much', 'tastier', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'will', 'be', 'the', 'first', 'and', 'last', 'time', ',', 'honestly', ',', 'coming', 'from', 'afar', 'is', 'very', 'disappointing', '.', 'The', 'reality', 'does', 'not', 'match', 'the', 'expectation', '.', 'The', 'sambal', 'is', 'excessively', 'sweet', 'and', 'salty', '.', 'The', 'beef', 'lungs', 'are', 'tough', ',', 'and', 'the', 'beef', 'rendang', 'is', 'overly', 'salty', ',', 'inedible', '.', 'Just', 'wasted', 'tens', 'of', 'ringgit', '.', 'The', 'nasi', 'lemak', 'from', 'the', 'auntie', 'by', 'the', 'roadside', 'is', 'much', 'tastier', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'will', 'be', 'the', 'first', 'and', 'last', 'time', ',', 'honestly', ',', 'coming', 'from', 'afar', 'is', 'very', 'disappointing', '.', 'The', 'reality', 'does', 'not', 'match', 'the', 'expectation', '.', 'The', 'sambal', 'is', 'excessively', 'sweet', 'and', 'salty', '.', 'The', 'beef', 'lungs', 'are', 'tough', ',', 'and', 'the', 'beef', 'rendang', 'is', 'overly', 'salty', ',', 'inedible', '.', 'Just', 'wasted', 'tens', 'of', 'ringgit', '.', 'The', 'nasi', 'lemak', 'from', 'the', 'auntie', 'by', 'the', 'roadside', 'is', 'much', 'tastier', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Nasi', 'lemak', 'best', 'in', 'Kg', 'Baru', '.', 'Marvelous', 'new', 'environment']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
"['Nasi', 'lemak', 'best', 'in', 'Kg', 'Baru', '.', 'Marvelous', 'new', 'environment']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 1]"
"['Tasty', 'food', 'and', 'affordable', 'prices']","[0, 1, 0, 0, 1]"
"['Tasty', 'food', 'and', 'affordable', 'prices']","[0, 1, 0, 0, 1]"
"['The', 'taste', 'is', 'delightful', ',', 'various', 'food', 'and', 'drink', 'options', 'at', 'affordable', 'prices', '.', 'However', ',', 'if', 'you', 'want', 'to', 'dine', 'in', 'the', 'air', '-', 'conditioned', 'area', ',', 'there', 'is', 'a', 'charge', 'of', '1', 'ringgit', 'per', 'person', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'taste', 'is', 'delightful', ',', 'various', 'food', 'and', 'drink', 'options', 'at', 'affordable', 'prices', '.', 'However', ',', 'if', 'you', 'want', 'to', 'dine', 'in', 'the', 'air', '-', 'conditioned', 'area', ',', 'there', 'is', 'a', 'charge', 'of', '1', 'ringgit', 'per', 'person', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'taste', 'is', 'delightful', ',', 'various', 'food', 'and', 'drink', 'options', 'at', 'affordable', 'prices', '.', 'However', ',', 'if', 'you', 'want', 'to', 'dine', 'in', 'the', 'air', '-', 'conditioned', 'area', ',', 'there', 'is', 'a', 'charge', 'of', '1', 'ringgit', 'per', 'person', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Fast', 'and', 'clean', 'service', ',', 'so', 'even', 'though', 'it', 'is', 'crowded', ',', 'it', 'is', 'still', 'comfortable', '.', 'It', 'is', 'open', ',', 'but', 'there', 'are', 'many', 'fans', ',', 'so', 'it', 'is', 'not', 'stuffy', '.', 'There', 'are', 'many', 'choices', 'for', 'side', 'dishes', ',', 'starting', 'from', '5', 'RM', 'depending', 'on', 'the', 'side', 'dish', '.', 'The', 'sambal', 'is', 'sweet', 'and', 'spicy', ',', 'so', 'it', 'can', 'be', 'enjoyed', ',', 'and', 'the', 'fried', 'fish', 'is', 'delicious', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['Fast', 'and', 'clean', 'service', ',', 'so', 'even', 'though', 'it', 'is', 'crowded', ',', 'it', 'is', 'still', 'comfortable', '.', 'It', 'is', 'open', ',', 'but', 'there', 'are', 'many', 'fans', ',', 'so', 'it', 'is', 'not', 'stuffy', '.', 'There', 'are', 'many', 'choices', 'for', 'side', 'dishes', ',', 'starting', 'from', '5', 'RM', 'depending', 'on', 'the', 'side', 'dish', '.', 'The', 'sambal', 'is', 'sweet', 'and', 'spicy', ',', 'so', 'it', 'can', 'be', 'enjoyed', ',', 'and', 'the', 'fried', 'fish', 'is', 'delicious', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['Fast', 'and', 'clean', 'service', ',', 'so', 'even', 'though', 'it', 'is', 'crowded', ',', 'it', 'is', 'still', 'comfortable', '.', 'It', 'is', 'open', ',', 'but', 'there', 'are', 'many', 'fans', ',', 'so', 'it', 'is', 'not', 'stuffy', '.', 'There', 'are', 'many', 'choices', 'for', 'side', 'dishes', ',', 'starting', 'from', '5', 'RM', 'depending', 'on', 'the', 'side', 'dish', '.', 'The', 'sambal', 'is', 'sweet', 'and', 'spicy', ',', 'so', 'it', 'can', 'be', 'enjoyed', ',', 'and', 'the', 'fried', 'fish', 'is', 'delicious', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['Fast', 'and', 'clean', 'service', ',', 'so', 'even', 'though', 'it', 'is', 'crowded', ',', 'it', 'is', 'still', 'comfortable', '.', 'It', 'is', 'open', ',', 'but', 'there', 'are', 'many', 'fans', ',', 'so', 'it', 'is', 'not', 'stuffy', '.', 'There', 'are', 'many', 'choices', 'for', 'side', 'dishes', ',', 'starting', 'from', '5', 'RM', 'depending', 'on', 'the', 'side', 'dish', '.', 'The', 'sambal', 'is', 'sweet', 'and', 'spicy', ',', 'so', 'it', 'can', 'be', 'enjoyed', ',', 'and', 'the', 'fried', 'fish', 'is', 'delicious', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
